ID,SMILES,BBB,Nodes,Edges
577,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4(O)C(=O)COC(C)=O ,1,31,68
578,CN(CC#C)Cc1ccccc1 ,1,12,24
579,Fc1ccc(cc1)C2CCNCC2COc4ccc3OCOc3c4 ,1,24,54
580,Clc2ccc1ccc(nc1n2)N6C(CC(=O)N3CCC4(CC3)OCCO4)c5ccccc5C6=O ,1,34,78
581,NC1=NC(=O)C(O1)c2ccccc2 ,1,13,28
582,OC3(CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3)c4ccc(Cl)c(c4)C(F)(F)F ,1,36,78
583,CC(OC(N)=O)C(C)C(C)OC(N)=O ,1,14,26
584,CCCCCNC12C=CC(=O)C3Oc4c(O)ccc5CC1N(C)CCC23c45 ,1,27,62
585,CC2C3Cc1ccc(O)cc1C2(C)CCN3CC=C(C)C ,1,21,46
586,OCC1(CO)COC(OC1)C(Cl)(Cl)Cl ,1,14,28
587,CN1CCN(CC1)C3=Nc2ccccc2Sc4nccn34 ,1,21,48
588,C1CN(CCN1)c3cc2ccccc2c(n3)c4ccccc4 ,1,22,50
589,CCCN1CC(CSC)CC2C1Cc3c[nH]c4cccc2c34 ,1,22,50
590,O=C2C1CCCCC1C(=O)N2CCCCN3CCN(CC3)c4nsc5ccccc45 ,1,30,68
591,OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4 ,1,27,60
592,CCOC(=O)C1(CCN(C)CC1)c2ccccc2 ,1,18,38
593,OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl ,1,33,64
594,NC(=O)NC(=O)Cc1ccccc1 ,1,13,26
595,CCOc1ccc(NC(C)=O)cc1 ,1,13,26
596,CC2C3Cc1ccc(O)cc1C2(C)CCN3CCc4ccccc4 ,1,24,54
597,CCC(C(=O)NC(N)=O)c1ccccc1 ,1,15,30
598,CC1NCCOC1c2ccccc2 ,1,13,28
599,CC(COc1ccccc1)NN,1,12,24
600,CN1C(=O)CC(C1=O)c2ccccc2 ,1,14,30
601,Oc1ccccc1C(=O)Oc2ccccc2 ,1,16,34
602,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3 ,1,19,42
603,CCC1(CC)C(=O)NC(=O)N(C1=O)c2ccccc2 ,1,19,40
604,CNC(=O)Oc3ccc2N(C)C1N(C)CCC1(C)c2c3 ,1,20,44
605,O=C(N1CCN(CC1)Cc2ccccc2)c3ccccn3 ,1,21,46
606,CCCC1(CCN(C)CC1C)c2cccc(O)c2 ,1,18,38
607,CC(=O)Nc2ccc(OC(=O)C1CCC(=O)N1)cc2 ,1,19,40
608,OCCC4CCN(CCC=C2c1ccc(F)cc1Sc3ccc(cc23)C(F)(F)F)CC4 ,1,31,68
609,Fc1ccc(cc1)C(CCCN2CCC(CC2)n3c(=O)[nH]c4ccccc34)c5ccc(F)cc5 ,1,34,76
610,NC(=O)C2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)N3CCCCC3 ,1,27,58
611,C1CC(CCN1)CCc2cc(nc3ccccc23)c4ccccc4 ,1,24,54
612,CC(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CCO)CC2)c3c4 ,1,29,64
613,OC(C(=O)OCCN1CCCCC1)(c1ccccc1)c1ccccc1,1,25,54
614,CN1CCN(CC1)c4cc3N(C)c2ccccc2Oc3nn4 ,1,22,50
615,CCCCCCCCCCCCCCCC(=O)OCCC4CCN(CCCN2c1ccccc1Sc3ccc(cc23)S(=O)(=O)N(C)C)CC4 ,1,49,104
616,CCc2c(C)[nH]c3CC1CCN(C)CC1C(=O)c23 ,1,18,40
617,NC(=O)CN1CCCC1=O ,1,10,20
618,CN(C)CCC1(C)OCCC2=C1Cc3ccccc23 ,1,19,42
619,Cc1ccccc1n4c(C=Cc2ccccn2)nc3ccccc3c4=O ,1,26,58
620,NC(=O)C1(CCN(CC1)CCC(C#N)(c2ccccc2)c3ccccc3)N4CCCCC4 ,1,32,70
621,Cc4ccc3n1CCNC2CCCc(c12)c3c4 ,1,17,40
622,CC(C)(C)C(=O)NCCCC(O)=O ,1,13,24
623,CC(C)(C)C(=O)OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,1,26,56
624,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C ,1,19,38
625,O=C2NC(=O)C(CC1CCCCN1)(C(=O)N2)c3ccccc3 ,1,22,48
626,CCOC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)COC(=O)CC ,1,35,76
627,CCN(CC)CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,1,34,74
628,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,1,49,104
629,CC(C)(C)CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,1,33,72
630,CC13C=CC(=O)C=C1CCC4C2CCC(O)(C(=O)CO)C2(C)CC(=O)C34 ,1,26,58
631,CC13C=CC(=O)C=C1CCC4C2CC(=C)C(O)(C(=O)CO)C2(C)CC(O)C34 ,1,27,60
632,CC(C)CC(CN)CC(O)=O,1,11,20
633,CC(=O)C3CCC4C2CC=C1CC(CCC1(C)C2CCC34C)OC(=O)CCC(O)=O ,1,30,66
634,CCN1CCC(C1)=C(c2ccccc2)c3ccccc3 ,1,20,44
635,CNNCc1ccc(cc1)C(=O)NC(C)C ,1,16,32
636,CN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4 ,1,25,56
637,CCC(OC(N)=O)C1CCCCC1 ,1,13,26
638,OCC(O)CN2C(=O)CN=C(c1ccccc1F)c3cc(Cl)ccc23 ,1,25,54
639,NC(=O)CCCN=C(c1ccc(Cl)cc1)c2cc(F)ccc2O ,1,23,48
640,CCCC(Cc1ccccc1)N2CCCC2 ,1,16,34
641,CC(C)C1(OCC(CO)O1)C(C)C ,1,13,26
642,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1 ,1,19,38
643,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1 ,1,24,48
644,CC(CN2C(=O)c1cccnc1Nc3ccccc23)N(C)C ,1,22,48
645,CC(C)c1cccc(C(C)C)c1O ,1,13,26
646,CCC(=O)C2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)N3CCCCC3 ,1,28,60
647,CN(C)CCC=C2c1ccccc1Sc3ccccc23 ,1,20,44
648,CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O ,1,16,32
649,Oc5ccc4CC2C1CCOCC1(CCN2CC3CC3)c4c5 ,1,22,52
650,CC(O)Cn1cnc2n(C)c(=O)n(C)c(=O)c12 ,1,17,36
651,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12 ,1,19,40
652,c2ccc1oc(cc1c2)c3ccncc3 ,1,15,34
653,Cc2ncc(CSSCc1cnc(C)c(O)c1CO)c(CO)c2O ,1,24,50
654,OCCOCCN1CCN(CC1)C3=Nc2ccccc2Sc4ccccc34 ,1,27,60
655,CN1CCC4(C)C1N(C)c5ccc(OC(=O)N3CCc2ccccc2C3)cc45 ,1,28,64
656,CCCN2CC(CC3Cc1c(O)cccc1CC23)NS(=O)(=O)N(CC)CC ,1,27,58
657,CN(C)CCOC1(CC2CCC1(C)C2(C)C)Cc3ccccc3 ,1,23,50
658,N#CCNC1CCc2ccccc12 ,1,13,28
659,Clc3ccc2N(CCN=C(c1ccccc1Cl)c2c3)C4=NC(=O)CO4 ,1,25,56
660,CC(Cc1ccccc1)(NC(=O)CN)c2ccccc2 ,1,20,42
661,CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OC)CC2)C(=O)OC ,1,27,56
662,COC5C(CC4CN3CCc1c([nH]c2cc(OC)ccc12)C3CC4C5OC(C)=O)OC(=O)c6cc(OC)c(OC)c(OC)c6 ,1,44,98
663,CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1,26,58
664,CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)cc2N ,1,22,46
665,CN1C2CCC1CC(C2)NC(=O)N3CC(C)(C)c4ccccc34 ,1,23,52
666,CN(C)C(=O)c1nc(CNC(=O)CN)n(n1)c2ccc(Cl)cc2C(=O)c3ccccc3Cl ,1,32,68
667,CC4CN(CCCn2c1ccccc1c3ccccc23)CC(C)N4 ,1,24,54
668,CCC(=O)C3(C)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,1,27,60
669,CCn2nc(C)c3NC(=O)CN=C(c1ccccc1)c23 ,1,20,44
670,Cc2nc1CCCCn1c(=O)c2CCN3CCC(CC3)c4noc5cc(F)ccc45 ,1,30,68
671,CCN(C)C(=O)Oc1cccc(c1)C(C)N(C)C ,1,18,36
672,NC(=O)c1ccc(c2c1CC(CO2)N(C1CCC1)C1CCC1)F,1,23,52
673,CC(C)OCC(COC(C)C)OCn1cnc2cnc(N)nc12 ,1,23,48
674,O=C1CCN=C2CC(CN12)c3ccccc3 ,1,16,36
675,CCCC5OC4CC3C2CC(F)C1=CC(=O)CCC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,1,33,74
676,O=C1CCC(N1)C(=O)NC2CC2c3ccccc3 ,1,18,40
677,COc1ccc(cc1OC2CCCC2)C3CNC(=O)C3 ,1,20,44
678,CN2CC(CN1CC(=O)NC(=O)C1)C=C3C2Cc4c[nH]c5cccc3c45 ,1,26,60
679,Fc1cccc(Br)c1NC2=NCCN2 ,1,14,30
680,CCCN(CCC)CCc1cccc2NC(=O)Cc12 ,1,19,40
681,CN3C(=O)CC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)C3=O ,1,25,54
682,CON=C(C#N)C1CN2CCC1CC2 ,1,14,30
683,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O ,1,20,42
684,NC(=O)c1ccccc1O ,1,10,20
685,OC(=O)c1ccccc1OC(=O)c1ccccc1O,1,19,40
686,CCCCCCN1CCC(CC1)(C(=O)N(C)CC)c2ccccc2 ,1,24,50
687,CCCC(=O)N(C)Cc1c(nc2ccccn12)c3ccc(Cl)cc3 ,1,24,52
688,N#Cc5ccc4Oc1ccccc1C2=C(CCN(CC2)CC3CCCC3)c4c5 ,1,28,64
689,CC(Cc1ccccc1)N(C)CC#C,1,14,28
690,COCCN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45 ,1,25,58
691,Fc1ccc(cc1)n4cc(C2CCN(CC2)CCN3CCNC3=O)c5cc(Cl)ccc45 ,1,31,70
692,CN1CCC3=C(C1)c2ccccc2Cc4ccccc34 ,1,20,46
693,FCOC(C(F)(F)F)C(F)(F)F ,1,12,22
694,C(c1ccncc1)C4(Cc2ccncc2)c3cccnc3c5ncccc45 ,1,27,62
695,CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2 ,1,19,40
696,CN1CCN(CC1)c2ccccc2Cc3ccccc3 ,1,20,44
697,CCC(C)(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,1,30,64
698,Cc2cc(NC(=O)c1c(C)cccc1C)no2 ,1,17,36
699,Clc5ccc4Sc1ccccc1N(CCCN2CCC3(CC2)NC(=O)CS3)c4c5 ,1,29,66
700,Fc1ccc(cc1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4 ,1,29,64
701,CN(C2CCC1(CCCO1)CC2N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4 ,1,28,62
702,Fc4ccc(OCCCN1CCC2(CC1)N(CNC2=O)c3ccccc3)cc4 ,1,28,62
703,CC(=CCCN1CCC2(CC1)N(CNC2=O)c3ccccc3)c4ccc(F)cc4 ,1,29,64
704,CN(C)CC1COC3(O1)c2ccccc2COc4ccccc34 ,1,23,52
705,CCN(CC)C(=O)N3CCN(CCCc2nc1n(C)c(=O)n(C)c(=O)c1n2C)CC3 ,1,30,64
706,CC(C)(C)C(O)C=Cc2ccc1OCOc1c2 ,1,17,36
707,NS(=O)(=O)c3ccc(N1C(=O)CC(C1=O)c2ccccc2)c(Cl)c3 ,1,24,52
708,Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2 ,1,17,36
709,Cc1onc(c1)NS(=O)(=O)c1ccc(cc1)N,1,17,36
710,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC ,1,13,24
711,COc1ccc(cc1C(=O)NCC2CCCN2C)S(N)(=O)=O ,1,22,46
712,NS(=O)(=O)c1ccc(cc1)N1CCCCS1(=O)=O,1,18,38
713,CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)CC ,1,24,50
714,CSCCC(NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1 ,1,22,44
715,O=C1CCC(=O)N1CC1CCC2CN(CCN2C1)c1ncccn1,1,24,54
716,CCC(=O)N1CCN(CC1)C(=O)OC2N(C(=O)C3=C2SCCS3)c5ccc4ccc(Cl)nc4n5 ,1,34,76
717,CN1CCN(CC1)C(=O)OC2N(C(=O)C3=C2SCCS3)c5ccc4ccc(Cl)nc4n5 ,1,31,70
718,Cn2nc(c1cccc(F)c1)n(C)c2=S ,1,15,32
719,O=C4CCC(N3C(=O)C2C1CCC(C1)C2C3=O)C(=O)N4,1,20,46
720,CNCCCC1(OC(C)(C)c2ccccc12)c3ccccc3 ,1,22,48
721,CNCCCC1(SC(C)(C)c2ccccc12)c3ccccc3 ,1,22,48
722,CC(C)NS(=O)(=O)CCN2C(=O)c1ccccc1C2=O ,1,20,42
723,Cn5c(=O)n(C)c4ncn(CCN1CCC(CC1)c2c[nH]c3ccccc23)c4c5=O ,1,30,68
724,CNC2CCC(c1ccccc1)c3ccccc23 ,1,18,40
725,CCNCc1c(CSC)cnc(C)c1O ,1,15,30
726,COc1ccc(cc1OC)C(O)CN2CCN(CC2)C(c3ccccc3)c4ccccc4 ,1,32,70
727,CN(C)CCCN2c1ccccc1C(=Nc3cccnc23)c4ccccc4 ,1,27,60
728,CCn2c1c(CCSC1(C)CCN(C)C)c3ccccc23 ,1,21,46
729,O=C3C2C1CCC(C1)C2C(=O)N3CCCCN4CCN(CC4)c5ncccn5 ,1,28,64
730,COC1=Nc2nc(cn2C2=C1CCCC2)c1noc(n1)C,1,21,48
731,Cc5nc(C)c4CCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)c4n5 ,1,31,70
732,CCCCCCSc1nsnc1C1=CCCN(C)C1,1,19,40
733,OCCN1CCN(CC1)C3CC(c2ccc(F)cc2)c4ccc(cc34)C(F)(F)F ,1,29,64
734,BrC(C(F)(F)F)F,1,7,12
735,OCCN4CCN(CCCC2c1ccc(F)cc1Sc3ccc(cc23)C(F)(F)F)CC4 ,1,31,68
736,O=C1NCCNC1c2cccs2 ,1,12,26
737,CCCN1CCC(=CC1)c2c[nH]c3ccc(Cl)cc23 ,1,19,42
738,CCN(CC)C(=O)NC4CC1C(Cc2c[nH]c3cccc1c23)N(C)C4 ,1,25,56
739,CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O ,1,17,34
740,COc3cc2CCN1CC(CC(C)C)C(=O)CC1c2cc3OC ,1,23,50
741,O=C3NC(=O)C2(CCc1ccccc1C2)N3 ,1,16,36
742,O=C3CCC(N2C(=O)c1ccccc1C2=O)C(=O)N3 ,1,19,42
743,COc1ccc2CC5C3CC=C(OC(C)=O)C4Oc1c2C34CCN5C ,1,25,58
744,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,1,13,28
745,C=CCC2(C1CCCC=C1)C(=O)NC(=S)NC2=O ,1,18,38
746,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,1,21,42
747,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,1,17,34
748,CN(C)CCN1C(=O)CC(Sc2ccccc12)c1ccccc1,1,23,50
749,CCSc4ccc3Sc1ccccc1N(CCCN2CCN(C)CC2)c3c4 ,1,27,60
750,CC(=O)OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4 ,1,30,66
751,CN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)S(=O)(=O)N(C)C)CC4 ,1,30,66
752,CSc4ccc3Sc1ccccc1N(CCC2CCCCN2C)c3c4 ,1,25,56
753,CN4CCN(CCC=C2c1ccccc1Sc3ccc(cc23)S(=O)(=O)N(C)C)CC4 ,1,30,66
754,CN(C)C1=NC(=O)C(O1)c1ccccc1,1,15,32
755,Cc1ccsc1C(=CCCN2CCCC(C2)C(O)=O)c3sccc3C ,1,25,54
756,CN3c1ccccc1C(NCCCCCCC(O)=O)c2ccc(Cl)cc2S3(=O)=O ,1,29,62
757,CN4CCc3[nH]c2ccc1scc(C)c1c2c3C4 ,1,18,42
758,S=C2NCCC(COc1ccccc1)O2 ,1,15,32
759,CCOC(=O)C1(CCC=CC1N(C)C)c2ccccc2 ,1,20,42
760,CN4CCN2C(CN=C(c1cccs1)c3ccc(F)cc23)C4 ,1,22,50
761,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)n3c(=S)[nH]c4ccccc34 ,1,28,62
762,Nc1cc(Cl)ccc1N2CCSC2=N ,1,14,30
763,CSC(=O)C3(OC(C)=O)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C ,1,31,68
764,CCS(=O)(=O)CCn1c(C)ncc1N(=O)=O ,1,16,32
765,CN2CC(CSc1ccccn1)C=C3C2Cc4c[nH]c5cccc3c45 ,1,25,58
766,CCCSc1ccccc1N4CCN(CCCCn3c(=O)[nH]c2ccccc2c3=O)CC4 ,1,32,70
767,O=C2CC1(CCCC1)CC(=O)N2CCCCN3CCN(CC3)c4nsc5ccccc45 ,1,31,70
768,CCSC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)SC ,1,27,60
769,COc2cc1CC(OS(=O)(=O)c1cc2OC)C(=O)NC(C)CC(C)(C)N(C)C ,1,28,58
770,CC(Cc1ccccc1)NCCC3c2ccccc2Sc4ccccc34 ,1,26,58
771,CC13CCC(=O)C=C1CCC4C2CCC(O)(C(=O)CS)C2(C)CC(O)C34 ,1,26,58
772,CC(C)(C)C(=O)SCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C ,1,32,70
773,CNCCOC(c1ccccc1)c2ccccc2C ,1,19,40
774,CCC2C(=NN=C(c1ccc(OC)c(OC)c1)c3cc(OC)c(OC)cc23)C ,1,28,60
775,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl ,1,25,50
776,Cc1cccc(c1)N2CCN(CC2)CCc3cc(C)[nH]n3 ,1,21,46
777,CCC3(O)CCN2CCc1ccc(C)cc1C2C3 ,1,18,40
778,Cc1ccc(cc1)S(=O)(=O)CCN3C(=O)CN=C(c2ccccc2Cl)c4cc(Cl)ccc34 ,1,32,70
779,CCCCCC(=O)CCC2(C)C3Cc1ccc(O)cc1C2(C)CCN3C ,1,26,56
780,CC3(C)OC2COC1(COS(N)(=O)=O)OC(C)(C)OC1C2O3 ,1,22,48
781,CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12 ,1,22,46
782,CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(Cl)C(Cl)CC3(C)C4(O5)C(=O)CF ,1,32,72
783,COc1cccc(c1)C2(O)CCCCC2CN(C)C ,1,19,40
784,NC1CC1c2ccccc2 ,1,10,22
785,Clc1cccc(c1)N4CCN(CCCn3nc2ccccn2c3=O)CC4 ,1,26,58
786,CC2Oc1ccccc1CC2N(C)C ,1,14,30
787,CCC(=O)N(c1ccccc1F)C3(CCN(CCn2nnn(CC)c2=O)CC3)c4ccccc4 ,1,34,74
788,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO ,1,28,62
789,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)C25OC(C)(C)OC2CC6C4CCC3=CC(=O)C=CC3(C)C4(F)C(O)CC56C ,1,45,100
790,CC5(C)OC4CC3C2CC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)COC(=O)c7cc6ccccc6o7 ,1,41,94
791,OCC(Br)(Br)Br ,1,6,10
792,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1 ,1,23,46
793,ClC=C(Cl)Cl ,1,5,8
794,OC(N1CNC(C1=O)(c2ccccc2)c3ccccc3)C(Cl)(Cl)Cl ,1,24,52
795,OP(O)(=O)OCC(Cl)(Cl)Cl ,1,10,18
796,CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(Cl)C(Cl)CC3(C)C4(O5)C(=O)CCl ,1,32,72
797,COc1cc(cc(OC)c1OC)C(=O)N2CCOCC2 ,1,20,42
798,COc3cc(NCc2ccc1nc(N)nc(N)c1c2C)cc(OC)c3OC ,1,27,58
799,NC(=NO)C3=NNc1ccccc1N(Cc2ccccc2)C3=O ,1,23,50
800,COc1cc(cc(OC)c1OC)C(=O)N2CCCCCCC2 ,1,22,46
801,NC(Cc1c[nH]c2ccccc12)C(O)=O,1,15,32
802,Clc3ccc2N=C(CN=C(c1ccccc1Cl)c2c3)NOCC=C ,1,24,52
803,COc1ccccc1N4CCN(CCCCN2C(=O)C3C(=O)N(C(=O)C(C2=O)C3(C)C)C(C)(C)C)CC4 ,1,37,80
804,CCOC(N)=O ,1,6,10
805,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc12 ,1,23,48
806,CCCC(CCC)(CCC)C(N)=O ,1,13,24
807,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc12,1,25,52
808,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C ,1,18,34
809,CCCC(CCC)C(O)=O ,1,10,18
810,CC(C)CC(=O)OC2OC=C(COC(C)=O)C3=CC(OC(=O)CC(C)C)C1(CO1)C23 ,1,30,64
811,Nc2c1C(O)CCCc1nc3ccccc23 ,1,16,36
812,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2 ,1,20,42
813,COc2cc(cc(C(=O)NCC1CCCN1CC=C)c2OC)S(N)(=O)=O ,1,26,54
814,NC(CCC(O)=O)C=C ,1,9,16
815,CCOc1ccccc1OCC2CNCCO2 ,1,17,36
816,C=COC=C ,1,5,8
817,CC(C)CCCC(C)CCCC(C)CCCC2(C)CCc1c(C)c(O)c(C)c(C)c1O2,1,31,64
818,FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1,1,28,62
819,OCCCN4CCN(CCCC2c1ccccc1Sc3ccc(Cl)cc23)CC4 ,1,28,62
820,CC4CC(=C)CC25CCN(CC1CCC1)C(Cc3ccc(O)cc23)C45 ,1,25,58
821,Cc1cccc(C)c1NC2=NCCCS2 ,1,15,32
822,CC(C)C(CCCCCC(O)=O)NCc1ccc(F)cc1 ,1,21,42
823,O=C4C3C1C=CC(C2C=CC12)C3C(=O)N4CCCCN5CCN(CC5)c6ncccn6 ,1,31,72
824,CC3(C)CN(CCN1CCN(C1=O)c2cccc(Cl)c2)C3 ,1,21,46
825,Clc2cc1NC(=O)Cc1cc2CCN3CCN(CC3)c4nsc5ccccc45 ,1,28,64
826,CN2C(=O)CN=C(c1ccccc1F)c3c(C)nn(C)c23 ,1,21,46
827,COc1ccccc1N2CCN(CC2)CCc3oc(=O)[nH]c3c4ccc(F)cc4 ,1,29,64
828,CC(c1noc2ccc(Cl)cc12)n3ccnc3 ,1,17,38
829,NS(=O)(=O)Cc1noc2ccccc12 ,1,14,30
830,CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4 ,1,27,60
831,CN(C)CCOC2=Cc1ccccc1Sc3ccc(Cl)cc23 ,1,22,48
832,CCNC(Cc1ccccc1)C2CCCO2 ,1,16,34
833,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O ,0,24,48
834,CCC7(O)CC(OC3CC(C(OC2CC(O)C(OC1CCC(=O)C(C)O1)C(C)O2)C(C)O3)N(C)C)c6c(O)c5C(=O)c4c(O)cccc4C(=O)c5cc6C7C(=O)OC ,0,58,128
835,CC2(C)SC1C(NC(=O)CCCC(N)C(O)=O)C(=O)N1C2C(O)=O ,0,24,50
836,CNCC(O)c1ccc(O)c(O)c1 ,0,13,26
837,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)CC(O)(CC3O)C(O)CO)O,0,30,66
838,CC14CCC(=O)C=C1CCC5C2CCC(C(=O)CO)C23CC(OC3O)C45 ,0,26,60
839,CC2(C)SC1C(NC(=O)CSCC=C)C(=O)N1C2C(O)=O ,0,21,44
840,CC5(C)SC4C(NC(=O)C23CC1CC(CC(N)(C1)C2)C3)C(=O)N4C5C(O)=O ,0,27,62
841,NCCC(O)C(=O)NC2CC(N)C(OC1OC(CN)C(O)C(O)C1O)C(O)C2OC3OC(CO)C(O)C(N)C3O ,0,40,84
842,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N ,0,15,30
843,CCCCc2oc1ccccc1c2C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3 ,0,31,66
844,CC2OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)CC3(O)CC(O)C(C(CC(OC1OC(C)C(O)C(N)C1O)C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C2C)O3)C(O)=O ,0,65,134
845,CC5(C)SC4C(NC(=O)C(NC(=O)c2cnc1cccnc1c2O)c3ccccc3)C(=O)N4C5C(O)=O ,0,37,82
846,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NC(N3CCN(CCO)CC3)C(O)=O)C(=O)c4c(O)cccc4C5(C)O ,0,45,98
847,CNC3C(O)C2OC(OC1C(N)CC(N)C(O)C1O)C(N)CC2OC3OC4OC(CO)C(N)C(O)C4O ,0,37,80
848,NCCC(O)C(=O)NC2CC(N)C(OC1OC(CN)CCC1N)C(O)C2OC3OC(CO)C(O)C(N)C3O ,0,38,80
849,CNC(=O)CC(N)C(=O)NC(C(=O)NC2C1SC(C)(C)C(N1C2=O)C(O)=O)c3ccc(O)cc3 ,0,34,72
850,COc5ccc(CCN1CCC(CC1)Nc3nc2ccccc2n3Cc4ccc(F)cc4)cc5 ,0,34,76
851,COC2C(O)C(N)C(OC1OC(CCC1N)C(C)N)C(O)C2N(C)C(=O)CN ,0,28,58
852,CCC3OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C3(C)O ,0,52,108
853,CC2C(NC(=O)C(=NOC(C)(C)C(O)=O)c1csc(N)n1)C(=O)N2S(O)(=O)=O ,0,28,58
854,CCOC(=O)OC(C)OC(=O)C1N3C(SC1(C)C)C(N=CN2CCCCCC2)C3=O ,0,30,64
855,NCC3OC(OC2C(N)CC(N)C(OC1OC(CO)C(O)C(N)C1O)C2O)C(N)C(O)C3O ,0,33,70
856,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O ,0,18,36
857,CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3 ,0,27,58
