Source,No,No-Li,Name,SMILES,Alternative_SMILES,Original_SMILES,BBB,Ref
Adenot,,,erythromycin-ethylcarbonate,CCOC(=O)OC1C(CC(C)OC1OC1C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC1(C)O)N(C)C,CCOC(=O)OC1C(CC(C)OC1OC1C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC1(C)O)N(C)C,,0,
Adenot,,,erythromycin-ethylsuccinate,CCOC(=O)CCC(=O)OC1C(CC(C)OC1OC1C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC1(C)O)N(C)C,CCOC(=O)CCC(=O)OC1C(CC(C)OC1OC1C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC1(C)O)N(C)C,,0,
Adenot,,,erythromycin-propionate,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2OC(=O)CC)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2OC(=O)CC)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,,0,
Adenot,,,estradiol,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4O ,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4O ,,0,
Adenot,,,etamocycline,CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(=C1O)C(=O)NCN(C)CCN(C)CNC(=O)C1=C(O)C(C2CC4C(=C(O)C2(O)C1=O)C(=O)c1c(cccc1C4(C)O)O)N(C)C)C(=O)c1c(cccc1C3(C)O)O,CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(=C1O)C(=O)NCN(C)CCN(C)CNC(=O)C1=C(O)C(C2CC4C(=C(O)C2(O)C1=O)C(=O)c1c(cccc1C4(C)O)O)N(C)C)C(=O)c1c(cccc1C3(C)O)O,,0,
Adenot,,,etoposide,COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67 ,COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67 ,,0,
Adenot,,,felodipine,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C ,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C ,,0,
Adenot,,,fenbenicillin,CC4(C)SC3C(NC(=O)C(Oc1ccccc1)c2ccccc2)C(=O)C3C4C(O)=O ,CC4(C)SC3C(NC(=O)C(Oc1ccccc1)c2ccccc2)C(=O)C3C4C(O)=O ,,0,
Adenot,,,fexofenadine,CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4 ,CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4 ,,0,
Adenot,,,fibracillin,CC4(C)SC3C(NC(=O)C(NC(=O)C(C)(C)Oc1ccc(Cl)cc1)c2ccccc2)C(=O)N3C4C(O)=O ,CC4(C)SC3C(NC(=O)C(NC(=O)C(C)(C)Oc1ccc(Cl)cc1)c2ccccc2)C(=O)N3C4C(O)=O ,,0,
Adenot,,,fleroxacin,CN1CCN(CC1)c3c(F)cc2c(=O)c(cn(CCF)c2c3F)C(O)=O,CN1CCN(CC1)c3c(F)cc2c(=O)c(cn(CCF)c2c3F)C(O)=O,,0,
Adenot,,,flomoxef,COC2(NC(=O)CSC(F)F)C1OCC(=C(N1C2=O)C(O)=O)CSc3nnnn3CCO ,COC2(NC(=O)CSC(F)F)C1OCC(=C(N1C2=O)C(O)=O)CSc3nnnn3CCO ,,0,
Adenot,,,fropenem (faropenem),CC(O)C2C1SC(=C(N1C2=O)C(O)=O)C3CCCO3,CC(O)C2C1SC(=C(N1C2=O)C(O)=O)C3CCCO3,,0,
Adenot,,,fumoxicillin,CC4(C)SC3C(NC(=O)C(N=Cc1ccco1)c2ccc(O)cc2)C(=O)N3C4C(O)=O ,CC4(C)SC3C(NC(=O)C(N=Cc1ccco1)c2ccc(O)cc2)C(=O)N3C4C(O)=O ,,0,
Adenot,,,furbucillin,CC(C)CC(OC(=O)c1ccco1)C(=O)NC3C2SC(C)(C)C(N2C3=O)C(O)=O ,CC(C)CC(OC(=O)c1ccco1)C(=O)NC3C2SC(C)(C)C(N2C3=O)C(O)=O ,,0,
Adenot,,,fusidic-acid,CC1C(O)CCC2(C)C1CCC3(C)C2C(O)CC4C(C(CC34C)OC(C)=O)=C(CCC=C(C)C)C(O)=O ,CC1C(O)CCC2(C)C1CCC3(C)C2C(O)CC4C(C(CC34C)OC(C)=O)=C(CCC=C(C)C)C(O)=O ,,0,
Adenot,,,gentamicin,CNC1C(O)C(OCC1(C)O)OC1C(N)CC(N)C(OC2OC(CN)CCC2N)C1O,CNC1C(O)C(OCC1(C)O)OC1C(N)CC(N)C(OC2OC(CN)CCC2N)C1O,,0,
Adenot,,,glibenclamide,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3 ,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3 ,,0,
Adenot,,,gloximonam,CON=C(C(=O)NC1C(C)N(OCC(=O)OCC(=O)OC(C)(C)C)C1=O)c2csc(N)n2 ,CON=C(C(=O)NC1C(C)N(OCC(=O)OCC(=O)OC(C)(C)C)C1=O)c2csc(N)n2 ,,0,
Adenot,,,gramicidin-j2,CC(C)CC(N)C(=O)NC(CCCN)C(=O)NC(C(C)C)C(=O)NC(CCCN)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C=O ,CC(C)CC(N)C(=O)NC(CCCN)C(=O)NC(C(C)C)C(=O)NC(CCCN)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C=O ,,0,
Adenot,,,gramicidin-s,CC(C)CC5NC(=O)C(CCCN)NC(=O)C(NC(=O)C1CCCN1C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(NC(=O)C3CCCN3C(=O)C(Cc4ccccc4)NC5=O)C(C)C)C(C)C ,CC(C)CC5NC(=O)C(CCCN)NC(=O)C(NC(=O)C1CCCN1C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(NC(=O)C3CCCN3C(=O)C(Cc4ccccc4)NC5=O)C(C)C)C(C)C ,,0,
Adenot,,,gramicidin-s-3,CCC(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(CC)NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C(N)CC(C)C)C(=O)NC(CCCN)C=O,CCC(NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(CC)NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C(N)CC(C)C)C(=O)NC(CCCN)C=O,,0,
Adenot,,,grepafloxacin,CC12CC(N)C1CN(C2)c4nc3n(cc(C(O)=O)c(=O)c3cc4F)C5CC5 ,CC12CC(N)C1CN(C2)c4nc3N(C=C(C(O)=O)C(=O)c3cc4F)C5CC5 ,,0,
Adenot,,,guamecycline,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCN(CC3)C(=N)NC(N)=N)C(=O)c4c(O)cccc4C5(C)O ,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCN(CC3)C(=N)NC(N)=N)C(=O)c4c(O)cccc4C5(C)O ,,0,
Adenot,,,hetacillin,CC4(C)SC3C(N1C(=O)C(NC1(C)C)c2ccccc2)C(=O)N3C4C(O)=O ,CC4(C)SC3C(N1C(=O)C(NC1(C)C)c2ccccc2)C(=O)N3C4C(O)=O ,,0,
Adenot,,,hydroxyephedrine,CNC(C)C(O)c1ccc(O)cc1 ,CNC(C)C(O)c1ccc(O)cc1 ,,0,
Adenot,,,hymecromone,Cc1cc(=O)oc2cc(O)ccc12 ,Cc1cc(=O)oc2cc(O)ccc12 ,,0,
Adenot,,,idarubicin,CC1OC(CC(N)C1O)OC4CC(O)(Cc5c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c45)C(C)=O ,CC1OC(CC(N)C1O)OC4CC(O)(Cc5c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c45)C(C)=O ,,0,
Adenot,,,imipenem,CC(O)C2C1CC(=C(N1C2=O)C(O)=O)SCCNC=N ,CC(O)C2C1CC(=C(N1C2=O)C(O)=O)SCCNC=N ,,0,
Adenot,,,indinavir,CC(C)(C)NC(=O)C1CN(CCN1CC(O)CC(Cc2ccccc2)C(=O)NC3C(O)Cc4ccccc34)Cc5cccnc5,CC(C)(C)NC(=O)C1CN(CCN1CC(O)CC(Cc2ccccc2)C(=O)NC3C(O)Cc4ccccc34)Cc5cccnc5,,0,
Adenot,,,isepamicin (isepamycin),CNC1C(O)C(OCC1(C)O)OC3C(CC(N)C(OC2OC(CN)C(O)C(O)C2O)C3O)NC(=O)C(O)CN,CNC1C(O)C(OCC1(C)O)OC3C(CC(N)C(OC2OC(CN)C(O)C(O)C2O)C3O)NC(=O)C(O)CN,,0,
Adenot,,,itraconazole,CCC(C)n7ncn(c1ccc(cc1)N2CCN(CC2)c6ccc(OCC4COC(Cn3cncn3)(O4)c5ccc(Cl)cc5Cl)cc6)c7=O ,CCC(C)n7ncn(c1ccc(cc1)N2CCN(CC2)c6ccc(OCC4COC(Cn3cncn3)(O4)c5ccc(Cl)cc5Cl)cc6)c7=O ,,0,
Adenot,,,ketoconazole,CC(=O)N1CCN(CC1)c5ccc(OCC3COC(Cn2ccnc2)(O3)c4ccc(Cl)cc4Cl)cc5 ,CC(=O)N1CCN(CC1)c5ccc(OCC3COC(Cn2ccnc2)(O3)c4ccc(Cl)cc4Cl)cc5 ,,0,
Adenot,,,kitasamycin,COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(C1O)N(C)C,COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(C1O)N(C)C,,0,
Adenot,,,lenampicillin,Cc1oc(=O)oc1COC(=O)C2N4C(SC2(C)C)C(NC(=O)C(N)c3ccccc3)C4=O ,Cc1oc(=O)oc1COC(=O)C2N4C(SC2(C)C)C(NC(=O)C(N)c3ccccc3)C4=O ,,0,
Adenot,,,lenapenem,CNCCC(O)C1CC(CN1)SC2=C(N3C(C2C)C(C(C)O)C3=O)C(O)=O ,CNCCC(O)C1CC(CN1)SC2=C(N3C(C2C)C(C(C)O)C3=O)C(O)=O ,,0,
Adenot,,,leurubicin,COc4cccc5C(=O)c3c(O)c2CC(O)(CC(OC1CC(NC(=O)C(N)CC(C)C)C(O)C(C)O1)c2c(O)c3C(=O)c45)C(=O)CO ,COc4cccc5C(=O)c3c(O)c2CC(O)(CC(OC1CC(NC(=O)C(N)CC(C)C)C(O)C(C)O1)c2c(O)c3C(=O)c45)C(=O)CO ,,0,
Adenot,,,levodopa,NC(Cc1ccc(O)c(O)c1)C(O)=O ,NC(Cc1ccc(O)c(O)c1)C(O)=O ,,0,
Adenot,,,levofloxacin,CC2COc3c(N1CCN(C)CC1)c(F)cc4c(=O)c(cn2c34)C(O)=O ,CC2COc3c(N1CCN(C)CC1)c(F)cc4C(=O)C(=CN2c34)C(O)=O ,,0,
Adenot,,,lexithromycin,CCC3OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOC)C(C)C(O)C3(C)O ,CCC3OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOC)C(C)C(O)C3(C)O ,,0,
Adenot,,,lincomycin,CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O ,CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O ,,0,
Adenot,,,loracarbef,NC(C(=O)NC2C1CCC(=C(N1C2=O)C(O)=O)Cl)c3ccccc3 ,NC(C(=O)NC2C1CCC(=C(N1C2=O)C(O)=O)Cl)c3ccccc3 ,,0,
Adenot,,,losartan,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4 ,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4 ,,0,
Adenot,,,lymecycline,CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCNCCCCC(N)C(O)=O)C(=O)c3c(O)cccc3C4(C)O ,CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCNCCCCC(N)C(O)=O)C(=O)c3c(O)cccc3C4(C)O ,,0,
Adenot,,,mecillinam,CC3(C)SC2C(N=CN1CCCCCC1)C(=O)N2C3C(O)=O ,CC3(C)SC2C(N=CN1CCCCCC1)C(=O)N2C3C(O)=O ,,0,
Adenot,,,meclocycline,CN(C)C4C3C(O)C2C(=C)c1c(Cl)ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O ,CN(C)C4C3C(O)C2C(=C)c1c(Cl)ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O ,,0,
Adenot,,,mecloxamine,CC(CN(C)C)OC(C)(c1ccccc1)c2ccc(Cl)cc2 ,CC(CN(C)C)OC(C)(c1ccccc1)c2ccc(Cl)cc2 ,,0,
Adenot,,,medorubicin,CC1OC(CC(N)C1O)OC4CC(O)(Cc5c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c45)C(=O)CO ,CC1OC(CC(N)C1O)OC4CC(O)(Cc5c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c45)C(=O)CO ,,0,
Adenot,,,meropenem,CC(O)C2C1C(C)C(=C(N1C2=O)C(O)=O)SC3CNC(C3)C(=O)N(C)C ,CC(O)C2C1C(C)C(=C(N1C2=O)C(O)=O)SC3CNC(C3)C(=O)N(C)C ,,0,
Adenot,,,metampicillin,CC3(C)SC2C(NC(=O)C(N=C)c1ccccc1)C(=O)N2C3C(O)=O ,CC3(C)SC2C(NC(=O)C(N=C)c1ccccc1)C(=O)N2C3C(O)=O ,,0,
Adenot,,,meticillin (tameticillin),CCN(CC)CCOC(=O)C1N3C(SC1(C)C)C(NC(=O)c2c(OC)cccc2OC)C3=O ,CCN(CC)CCOC(=O)C1N3C(SC1(C)C)C(NC(=O)c2c(OC)cccc2OC)C3=O ,,0,
Adenot,,,mezlocillin,CC4(C)SC3C(NC(=O)C(NC(=O)N1CCN(C1=O)S(C)(=O)=O)c2ccccc2)C(=O)N3C4C(O)=O ,CC4(C)SC3C(NC(=O)C(NC(=O)N1CCN(C1=O)S(C)(=O)=O)c2ccccc2)C(=O)N3C4C(O)=O ,,0,
Adenot,,,mibefradil,COCC(=O)OC4(CCN(C)CCCc2nc1ccccc1[nH]2)CCc3cc(F)ccc3C4C(C)C ,COCC(=O)OC4(CCN(C)CCCc2nc1ccccc1[nH]2)CCc3cc(F)ccc3C4C(C)C ,,0,
Adenot,,,midecamycin,CCC(=O)OC3CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC1CC(C)(O)C(OC(=O)CC)C(C)O1)C(C2O)N(C)C)C3OC ,CCC(=O)OC3CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC1CC(C)(O)C(OC(=O)CC)C(C)O1)C(C2O)N(C)C)C3OC ,,0,
Adenot,,,mikamycin (pristinamycin-ia),CCC5NC(=O)C(NC(=O)c1ncccc1O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc3ccc(cc3)N(C)C)N(C)C(=O)C4CCCN4C5=O)c6ccccc6,CCC5NC(=O)C(NC(=O)c1ncccc1O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc3ccc(cc3)N(C)C)N(C)C(=O)C4CCCN4C5=O)c6ccccc6,,0,
Adenot,,,minocycline,CN(C)C4C3CC2Cc1c(ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O)N(C)C ,CN(C)C4C3CC2Cc1c(ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O)N(C)C ,,0,
Adenot,,,mirincamycin,CCCCCC1CNC(C1)C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O ,CCCCCC1CNC(C1)C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O ,,0,
Adenot,,,mitomycin,COC23C1NC1CN2C4=C(C3COC(N)=O)C(=O)C(=C(C)C4=O)N ,COC23C1NC1CN2C4=C(C3COC(N)=O)C(=O)C(=C(C)C4=O)N ,,0,
Adenot,,,moxalactam (latamoxef),COC3(NC(=O)C(C(O)=O)c1ccc(O)cc1)C2OCC(=C(N2C3=O)C(O)=O)CSc4nnnn4C,COC3(NC(=O)C(C(O)=O)c1ccc(O)cc1)C2OCC(=C(N2C3=O)C(O)=O)CSc4nnnn4C,,0,
Adenot,,,nadolol,CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12 ,CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12 ,,0,
Adenot,,,nalidixic-acid,CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12 ,CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12 ,,0,
Adenot,,,neamine (neomycin),NCC2OC(OC1C(N)CC(N)C(O)C1O)C(N)C(O)C2O,NCC2OC(OC1C(N)CC(N)C(O)C1O)C(N)C(O)C2O,,0,
Adenot,,,nelfinavir,Cc1c(O)cccc1C(=O)NC(CSc2ccccc2)C(O)CN4CC3CCCCC3CC4C(=O)NC(C)(C)C ,Cc1c(O)cccc1C(=O)NC(CSc2ccccc2)C(O)CN4CC3CCCCC3CC4C(=O)NC(C)(C)C ,,0,
Adenot,,,neomycinbas2ethylbutyrate (framycetin),NCC4OC(OC3C(CO)OC(OC1C(O)C(N)CC(N)C1OC2OC(CN)C(O)C(O)C2N)C3O)C(N)C(O)C4O,NCC4OC(OC3C(CO)OC(OC1C(O)C(N)CC(N)C1OC2OC(CN)C(O)C(O)C2N)C3O)C(N)C(O)C4O,,0,
Adenot,,,netilmicin,CCNC2CC(N)C(OC1OC(=CCC1N)CN)C(O)C2OC3OCC(C)(O)C(NC)C3O ,CCNC2CC(N)C(OC1OC(=CCC1N)CN)C(O)C2OC3OCC(C)(O)C(NC)C3O ,,0,
Adenot,,,nicardipine,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C ,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C ,,0,
Adenot,,,nifedipine,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,,0,
Adenot,,,nitrocycline,CN(C)C4C3CC2Cc1c(ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O)N(=O)=O ,CN(C)C4C3CC2Cc1c(ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O)N(=O)=O ,,0,
Adenot,,,norfenefrine,NCC(O)c1cccc(O)c1,NCC(O)c1cccc(O)c1,,0,
Adenot,,,novobiocin,COC4C(OC(N)=O)C(O)C(Oc3ccc2c(O)c(NC(=O)c1ccc(O)c(CC=C(C)C)c1)c(=O)oc2c3C)OC4(C)C ,COC4C(OC(N)=O)C(O)C(Oc3ccc2c(O)c(NC(=O)c1ccc(O)c(CC=C(C)C)c1)c(=O)oc2c3C)OC4(C)C ,,0,
Adenot,,,oleandomycin,COC1CC(OC(C)C1O)OC4C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)CC3(CO3)C(=O)C(C)C(O)C(C)C(C)OC(=O)C4C ,COC1CC(OC(C)C1O)OC4C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)CC3(CO3)C(=O)C(C)C(O)C(C)C(C)OC(=O)C4C ,,0,
Adenot,,,oximonam,CON=C(C(=O)NC1C(C)N(OCC(O)=O)C1=O)c2csc(N)n2 ,CON=C(C(=O)NC1C(C)N(OCC(O)=O)C1=O)c2csc(N)n2 ,,0,
Adenot,,,oxytetracycline,CN(C)C2C1C(O)C4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)cccc3C4(C)O ,CN(C)C2C1C(O)C4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)cccc3C4(C)O ,,0,
Adenot,,,paclitaxel,CC(=O)OC6C(=O)C2(C)C(O)CC1OCC1(OC(C)=O)C2C(OC(=O)c3ccccc3)C7(O)CC(OC(=O)C(O)C(NC(=O)c4ccccc4)c5ccccc5)C(=C6C7(C)C)C ,CC(=O)OC6C(=O)C2(C)C(O)CC1OCC1(OC(C)=O)C2C(OC(=O)c3ccccc3)C7(O)CC(OC(=O)C(O)C(NC(=O)c4ccccc4)c5ccccc5)C(=C6C7(C)C)C ,,0,
Adenot,,,pecocycline,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCCC(C3)C(O)=O)C(=O)c4c(O)cccc4C5(C)O ,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCCC(C3)C(O)=O)C(=O)c4c(O)cccc4C5(C)O ,,0,
Adenot,,,penamecillin,CC(=O)OCOC(=O)C1N3C(SC1(C)C)C(NC(=O)Cc2ccccc2)C3=O ,CC(=O)OCOC(=O)C1N3C(SC1(C)C)C(NC(=O)Cc2ccccc2)C3=O ,,0,
Adenot,,,penicillin G (benzylpenicillin),CC3(C)SC2C(NC(=O)Cc1ccccc1)C(=O)N2C3C(O)=O ,CC3(C)SC2C(NC(=O)Cc1ccccc1)C(=O)N2C3C(O)=O ,,0,
Adenot,,,penimocycline,CN(C)C2C1CC7C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCNC(C(=O)NC4C3SC(C)(C)C(N3C4=O)C(O)=O)c5ccccc5)C(=O)c6c(O)cccc6C7(C)O ,CN(C)C2C1CC7C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCNC(C(=O)NC4C3SC(C)(C)C(N3C4=O)C(O)=O)c5ccccc5)C(=O)c6c(O)cccc6C7(C)O ,,0,
Adenot,,,pipacycline,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCN(CCO)CC3)C(=O)c4c(O)cccc4C5(C)O ,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCN(CCO)CC3)C(=O)c4c(O)cccc4C5(C)O ,,0,
Adenot,,,piperacillin,CCN4CCN(C(=O)NC(C(=O)NC2C1SC(C)(C)C(N1C2=O)C(O)=O)c3ccccc3)C(=O)C4=O ,CCN4CCN(C(=O)NC(C(=O)NC2C1SC(C)(C)C(N1C2=O)C(O)=O)c3ccccc3)C(=O)C4=O ,,0,
Adenot,,,pirarubicin,COc5cccc6C(=O)c4c(O)c3CC(O)(CC(OC2CC(N)C(OC1CCCCO1)C(C)O2)c3c(O)c4C(=O)c56)C(=O)CO ,COc5cccc6C(=O)c4c(O)c3CC(O)(CC(OC2CC(N)C(OC1CCCCO1)C(C)O2)c3c(O)c4C(=O)c56)C(=O)CO ,,0,
Adenot,,,pirbenicillin,CC4(C)SC3C(NC(=O)C(NC(=O)CNC(=N)c1ccncc1)c2ccccc2)C(=O)N3C4C(O)=O ,CC4(C)SC3C(NC(=O)C(NC(=O)CNC(=N)c1ccncc1)c2ccccc2)C(=O)N3C4C(O)=O ,,0,
Adenot,,,piridicillin,CC5(C)SC4C(NC(=O)C(NC(=O)c1ccc([nH]c1=O)c2ccc(cc2)S(=O)(=O)N(CCO)CCO)c3ccc(O)cc3)C(=O)N4C5C(O)=O ,CC5(C)SC4C(NC(=O)C(NC(=O)c1ccc([nH]c1=O)c2ccc(cc2)S(=O)(=O)N(CCO)CCO)c3ccc(O)cc3)C(=O)N4C5C(O)=O ,,0,
Adenot,,,piroxicillin,CC5(C)SC4C(NC(=O)C(NC(=O)Nc2cnc(Nc1ccc(cc1)S(N)(=O)=O)nc2O)c3ccc(O)cc3)C(=O)N4C5C(O)=O ,CC5(C)SC4C(NC(=O)C(NC(=O)Nc2cnc(Nc1ccc(cc1)S(N)(=O)=O)nc2O)c3ccc(O)cc3)C(=O)N4C5C(O)=O ,,0,
Adenot,,,pivampicillin,CC(C)(C)C(=O)OCOC(=O)C1N3C(SC1(C)C)C(NC(=O)C(N)c2ccccc2)C3=O ,CC(C)(C)C(=O)OCOC(=O)C1N3C(SC1(C)C)C(NC(=O)C(N)c2ccccc2)C3=O ,,0,
Adenot,,,pivenfrine,CNCC(O)c1cccc(OC(=O)C(C)(C)C)c1 ,CNCC(O)c1cccc(OC(=O)C(C)(C)C)c1 ,,0,
Adenot,,,prazocillin,Cc1cnn(c1C(=O)NC3C2SC(C)(C)C(N2C3=O)C(O)=O)c4c(Cl)cccc4Cl ,Cc1cnn(c1C(=O)NC3C2SC(C)(C)C(N2C3=O)C(O)=O)c4c(Cl)cccc4Cl ,,0,
Adenot,,,propikacin,NCC3OC(OC2C(N)CC(NC(CO)CO)C(OC1OC(CO)C(O)C(N)C1O)C2O)C(N)C(O)C3O ,NCC3OC(OC2C(N)CC(NC(CO)CO)C(OC1OC(CO)C(O)C(N)C1O)C2O)C(N)C(O)C3O ,,0,
Adenot,,,propranolol,CC(C)NCC(O)COc1cccc2ccccc12 ,CC(C)NCC(O)COc1cccc2ccccc12 ,,0,
Adenot,,,quinacillin,CC4(C)SC3C(NC(=O)c2nc1ccccc1nc2C(O)=O)C(=O)N3C4C(O)=O ,CC4(C)SC3C(NC(=O)c2nc1ccccc1nc2C(O)=O)C(=O)N3C4C(O)=O ,,0,
Adenot,,,rifabutin,COC6C=COC5(C)Oc4c(C)c(O)c3C(=O)C(=C2NC1(CCN(CC1)CC(C)C)N=C2c3c4C5=O)NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C6C)C ,COC6C=COC5(C)Oc4c(C)c(O)c3C(=O)C(=C2NC1(CCN(CC1)CC(C)C)N=C2c3c4C5=O)NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C6C)C ,,0,
